id	VL_TOTAL_INVESTIMENTO_T0	RESTRICAO_INTERNA	RISCO	DS_ESTADO_CIVIL	ESCOLARIDADE	TEM_PRE_APROV_CDC	TIPO_CLIENTE	IDADE	QTDE_PRODUTOS_12M	SG_UF	CD_SEXO	VL_TOTL_REND	PERFIL	ALVO
4121	4	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	ESPECIAL	77	5	SP	H	200	INVESTIDOR	0
4122	4039.1	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	76	7	SP	H	200	INVESTIDOR	0
4123	355	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	83	5	RJ	H	200	INVESTIDOR	0
4124	1563.8	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	65	5	MG	H	3462.22	INVESTIDOR	0
4125	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	91	2	RJ	H	200	INVESTIDOR	0
4126	0	0	MEDIO	NÃO INFORMADO	SUPERIOR	0	ESPECIAL	46	4	SP	H	0	TOMADOR	0
4127	0.1	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	0	VIP	54	10	BA	M	746.88	TOMADOR	0
4128	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	44	3	SP	H	655.66	TOMADOR	0
4129	0.1	1	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	69	4	RJ	M	2551.42	INVESTIDOR	0
4130	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	45	6	MG	M	3000	TOMADOR	0
4131	10.9	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	55	4	AM	M	1162.41	INVESTIDOR	0
4132	0	0	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	57	1	AM	H	95	NEUTRO	0
4133	0	0	MEDIO	NÃO INFORMADO	SEM ESCOLARIDADE	0	CLÁSSICO	73	4	MG	H	494.79	TOMADOR	0
4134	0.3	1	ALTO	NÃO INFORMADO	SUPERIOR	0	VIP	70	2	MG	H	7463	TOMADOR	0
4135	0	0	BAIXO	DIVORCIADO	ENSINO MEDIO	1	VIP	46	8	SP	H	10000	INVESTIDOR	0
4136	89539.5	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	1	VIP	67	9	RJ	H	14861.91	INVESTIDOR	0
4137	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	VIP	64	8	MG	H	200	TOMADOR	0
4138	819255.4	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	40	4	SP	M	2400	INVESTIDOR	0
4139	1514.1	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	VIP	87	6	SP	H	6929	INVESTIDOR	0
4140	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	67	5	MG	H	200	TOMADOR	0
4141	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	ESPECIAL	69	4	MG	H	200	INVESTIDOR	0
4142	6.1	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	VIP	64	5	MG	H	781	TOMADOR	0
4143	1.9	1	ALTO	SOLTEIRO	SUPERIOR	0	VIP	58	7	MG	H	15000	TOMADOR	0
4144	22024.6	0	BAIXO	SOLTEIRO	SUPERIOR	1	CLÁSSICO	37	5	SP	H	1200	INVESTIDOR	0
4145	0	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	50	5	PE	M	3000	TOMADOR	0
4146	5206.5	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	38	6	SP	H	5522	TOMADOR	0
4147	9543.9	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	65	5	MG	H	4100	INVESTIDOR	0
4148	121.8	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	ESPECIAL	58	6	MG	H	200	TOMADOR	0
4149	4973.4	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	60	6	MG	H	2176.28	INVESTIDOR	0
4150	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	38	5	SP	H	3737	INVESTIDOR	0
4151	26984	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	56	7	MG	H	10307	INVESTIDOR	0
4152	402.8	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	CLÁSSICO	77	4	MG	H	200	INVESTIDOR	0
4153	13245.3	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	76	3	SP	H	0	INVESTIDOR	0
4154	2.8	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	72	7	RJ	H	8041.47	INVESTIDOR	0
4155	5612.7	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	59	5	SE	H	13752	INVESTIDOR	0
4156	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	ESPECIAL	54	4	MG	H	200	INVESTIDOR	0
4157	6.3	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	38	4	SP	H	2079	TOMADOR	0
4158	3595.2	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	55	8	MG	M	5925.97	INVESTIDOR	0
4159	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	57	5	MG	H	8874	INVESTIDOR	0
4160	0	0	MEDIO	SOLTEIRO	SUPERIOR	0	ESPECIAL	61	5	PR	H	3620.06	TOMADOR	0
4161	672131.4	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	VIP	58	8	MG	H	200	INVESTIDOR	0
4162	0	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	1	VIP	55	5	DF	M	23866	INVESTIDOR	0
4163	22.3	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	1	VIP	38	6	SP	H	9846.02	TOMADOR	0
4164	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	VIP	52	7	MG	H	5084	INVESTIDOR	0
4165	0.6	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	53	7	MG	M	2026	TOMADOR	0
4166	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	53	5	RS	H	240	TOMADOR	0
4167	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	75	5	DF	M	1731	TOMADOR	0
4168	15068.2	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	VIP	62	8	RJ	M	200	INVESTIDOR	0
4169	116231.1	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	70	6	MG	H	4948	INVESTIDOR	0
4170	0	0	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	52	2	MG	H	0	NEUTRO	0
4171	19734.8	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	VIP	67	8	RJ	M	1460	INVESTIDOR	0
4172	18090.1	0	MEDIO	NÃO INFORMADO	SUPERIOR	0	VIP	46	8	BA	H	7043.94	TOMADOR	0
4173	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	49	7	PE	H	15198.77	INVESTIDOR	0
4174	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	57	0	MG	M	658.15		0
4175	14812.9	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	81	3	  	H	200	INVESTIDOR	0
4176	4071.1	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	ESPECIAL	75	7	BA	M	5058	INVESTIDOR	0
4177	30290.3	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	ESPECIAL	57	4	MG	H	164.88	INVESTIDOR	0
4178	50	0	BAIXO	VIUVO	ENSINO MEDIO	0	ESPECIAL	76	5	RJ	M	2625.51	INVESTIDOR	0
4179	1000000	0	BAIXO	SOLTEIRO	POS GRADUACAO	1	ESPECIAL	38	8	CE	H	20000	INVESTIDOR	0
4180	42785.2	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	65	5	MG	M	1636	INVESTIDOR	0
4181	15723.4	0	BAIXO	DIVORCIADO	ENSINO MEDIO	0	ESPECIAL	77	5	RJ	M	5508.45	INVESTIDOR	0
4182	62.3	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	51	11	RS	M	9514	TOMADOR	0
4183	57509.1	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	VIP	47	7	RS	H	5000	INVESTIDOR	0
4184	4.1	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	55	5	RJ	H	1000	TOMADOR	0
4185	0	1	ALTO	SOLTEIRO	SUPERIOR	0	VIP	38	1	AM	H	8632	TOMADOR	0
4186	7471.6	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	49	7	MG	H	2629.48	INVESTIDOR	0
4187	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	60	5	RJ	H	3000	INVESTIDOR	0
4188	24051.6	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	66	8	RJ	M	10000	INVESTIDOR	0
4189	0	0	MEDIO	DIVORCIADO	ENSINO MEDIO	0	CLÁSSICO	54	6	MG	H	940	INVESTIDOR	0
4190	18.7	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	58	6	RJ	H	11426.12	INVESTIDOR	0
4191	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	47	2	RS	H	1210.02	INVESTIDOR	0
4192	25126.4	0	BAIXO	DIVORCIADO	SUPERIOR	0	VIP	55	6	RJ	M	200	INVESTIDOR	0
4193	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	47	3	BA	H	3120	INVESTIDOR	0
4194	0	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	56	3	RJ	M	7076.68	INVESTIDOR	0
4195	0	0	BAIXO	VIUVO	ENSINO FUNDAMENTAL	0	VIP	67	8	MS	M	860.54	TOMADOR	0
4196	1018.9	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	49	7	PR	M	1500	INVESTIDOR	0
4197	98.2	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	52	5	PR	H	3484.7	INVESTIDOR	0
4198	95.6	1	ALTO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	ESPECIAL	54	4	RJ	M	1578	TOMADOR	0
4199	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	48	9	SC	H	25000	TOMADOR	0
4200	47.9	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	58	4	RJ	H	1000	INVESTIDOR	0
4201	14142.7	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	45	5	RS	M	4804.92	INVESTIDOR	0
4202	0	1	ALTO	NÃO INFORMADO	SUPERIOR	0	ESPECIAL	37	7	CE	H	3028.48	TOMADOR	0
4203	0	0	BAIXO	DIVORCIADO	POS GRADUACAO	1	VIP	54	3	RJ	M	1170	TOMADOR	0
4204	40329.1	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	59	10	RJ	H	12291	TOMADOR	0
4205	0	1	ALTO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	60	6	RJ	H	2365	TOMADOR	0
4206	0	0	ALTO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	63	2	RJ	H	5022.71	TOMADOR	0
4207	31179.1	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	56	8	MG	M	3958	INVESTIDOR	0
4208	4.9	0	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	43	10	DF	H	1463	TOMADOR	0
4209	93.6	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	0	VIP	49	8	PB	M	5669.31	TOMADOR	0
4210	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	46	7	MG	H	9807.76	TOMADOR	0
4211	0.3	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	47	11	MG	M	0	TOMADOR	0
4212	0	0	BAIXO		NÃO INFORMADO	1	VIP	0	4	MG	M	0	TOMADOR	0
4213	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	44	6	AL	H	2824	TOMADOR	0
4214	1.1	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	VIP	42	6	MG	H	0	TOMADOR	0
4215	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	53	6	RJ	M	2238	INVESTIDOR	0
4216	3.6	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	47	9	SC	M	5941	TOMADOR	0
4217	35097.3	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	43	6	MG	H	4500	INVESTIDOR	0
4218	1000.1	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	49	6	MG	M	3052	INVESTIDOR	0
4219	1.4	1	ALTO	NÃO INFORMADO	SUPERIOR	0	VIP	46	8	PR	H	25000	TOMADOR	0
4220	0	0	ALTO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	54	3	AL	M	4375	TOMADOR	0
4221	0.2	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	44	3	RJ	M	3414	TOMADOR	0
4222	0	0	BAIXO	DIVORCIADO	ENSINO MEDIO	0	VIP	42	5	MG	H	594	INVESTIDOR	0
4223	1000000	0	BAIXO	NÃO INFORMADO	MESTRADO	1	VIP	54	8	RJ	H	50318.4	INVESTIDOR	0
4224	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	50	4	RJ	H	2847	INVESTIDOR	0
4225	0	0	MEDIO	DIVORCIADO	NÃO INFORMADO	0	VIP	49	6	RJ	M	12137.7	TOMADOR	0
4226	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	60	3	RN	H	11571.7		0
4227	3528.4	0	BAIXO		NÃO INFORMADO	0	VIP	0	5	  	M	0	INVESTIDOR	0
4228	10391.6	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	48	8	RJ	H	2793.9	INVESTIDOR	0
4229	0	0	MEDIO	DIVORCIADO	NÃO INFORMADO	0	ESPECIAL	51	1	RJ	H	1424.21	NEUTRO	0
4230	0	0	BAIXO	VIUVO	ENSINO MEDIO	0	CLÁSSICO	63	6	RJ	M	200	INVESTIDOR	0
4231	2.7	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	42	4	MG	H	850	TOMADOR	0
4232	86.5	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	42	6	MG	M	4011	TOMADOR	0
4233	0.8	0	BAIXO	SOLTEIRO	SUPERIOR	0	ESPECIAL	38	2	MG	M	1845.54	TOMADOR	0
4234	31688.4	0	BAIXO	VIUVO	NÃO INFORMADO	0	VIP	90	7	MG	M	3450	INVESTIDOR	0
4235	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	49	5	DF	H	1811	TOMADOR	0
4236	119011.5	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	VIP	50	8	RJ	H	21528.73	INVESTIDOR	0
4237	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	CLÁSSICO	46	2	SP	M	803	INVESTIDOR	0
4238	2	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	53	7	PR	M	5587.14	INVESTIDOR	0
4239	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	51	5	RJ	H	1289.57	TOMADOR	0
4240	14691.6	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	51	6	RJ	H	10000	INVESTIDOR	0
4241	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	ESPECIAL	46	4	SP	H	2000	INVESTIDOR	0
4242	0	0	MEDIO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	45	3	MG	M	483.93	TOMADOR	0
4243	90847.2	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	55	7	RJ	H	8159	INVESTIDOR	0
4244	11055.5	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	58	3	SP	H	2225.3	INVESTIDOR	0
4245	672.2	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	VIP	64	10	RJ	M	8000	INVESTIDOR	0
4246	344.8	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	ESPECIAL	46	3	RJ	H	2000	INVESTIDOR	0
4247	14	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	49	3	RJ	H	808.21	INVESTIDOR	0
4248	66.4	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	ESPECIAL	61	5	SP	H	200	INVESTIDOR	0
4249	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	VIP	54	5	MG	M	26390.43	INVESTIDOR	0
4250	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	83	6	RJ	M	799.47	TOMADOR	0
4251	2711.8	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	40	6	MG	M	2149	INVESTIDOR	0
4252	96619.6	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	VIP	59	7	SP	M	4336.04	INVESTIDOR	0
4253	10218.5	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	76	6	MG	H	17049	INVESTIDOR	0
4254	13422.3	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	ESPECIAL	83	3	MG	M	0	INVESTIDOR	0
4255	2.6	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	54	6	MG	H	0	TOMADOR	0
4256	203429.7	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	65	7	DF	M	5279.24	INVESTIDOR	0
4257	938.6	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	91	3	RJ	M	2878.12	INVESTIDOR	0
4258	60.1	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	39	5	MG	M	3122.55	INVESTIDOR	0
4259	24978.6	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	53	7	RJ	M	10871.69	INVESTIDOR	0
4260	22230.9	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	66	4	RJ	H	2000	INVESTIDOR	0
4261	121113.2	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	83	6	RJ	H	200	INVESTIDOR	0
4262	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	52	4	SP	H	1361	INVESTIDOR	0
4263	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	51	7	SP	H	8673.07	INVESTIDOR	0
4264	328.5	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	66	6	RJ	H	200	TOMADOR	0
4265	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	54	3	RJ	H	2000	INVESTIDOR	0
4266	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	67	7	MG	H	3349.22	TOMADOR	0
4267	76333.5	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	1	VIP	55	7	PR	H	18392.4	INVESTIDOR	0
4268	44997.2	0	BAIXO		NÃO INFORMADO	0	ESPECIAL	0	4	RJ	M	0	INVESTIDOR	0
4269	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	53	4	SP	M	3995	TOMADOR	0
4270	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	51	9	PR	H	3460	TOMADOR	0
4271	30307.4	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	83	6	MG	H	3796.28	INVESTIDOR	0
4272	34480.6	0	BAIXO		NÃO INFORMADO	0	ESPECIAL	0	5	SP	M	0	INVESTIDOR	0
4273	59322.2	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	52	7	SP	H	12147.75	INVESTIDOR	0
4274	0	0	BAIXO	VIUVO	NÃO INFORMADO	0	VIP	86	5	RJ	M	14811.08	TOMADOR	0
4275	0	0	MEDIO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	53	1	SP	H	2500	NEUTRO	0
4276	281.5	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	47	6	RJ	H	878.63	INVESTIDOR	0
4277	0	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	0	VIP	36	9	MG	H	0	INVESTIDOR	0
4278	0	0	BAIXO		NÃO INFORMADO	0	CLÁSSICO	49	2	RJ	M	452.23	NEUTRO	0
4279	4330.2	0	MEDIO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	91	5	RJ	H	2280	INVESTIDOR	0
4280	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	60	5	MG	H	4964.84	INVESTIDOR	0
4281	43947.9	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	VIP	89	7	SP	M	200	INVESTIDOR	0
4282	3420.9	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	60	7	RJ	H	6088.26	INVESTIDOR	0
4283	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	CLÁSSICO	55	4	RO	H	812.37	INVESTIDOR	0
4284	1888	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	ESPECIAL	75	4	MG	H	2265.16	INVESTIDOR	0
4285	0	0	BAIXO		NÃO INFORMADO	1	ESPECIAL	0	5	RJ	M	0	INVESTIDOR	0
4286	55195.7	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	48	5	RJ	H	2400	INVESTIDOR	0
4287	10.1	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	53	7	SP	H	5345	INVESTIDOR	0
4288	9.1	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	29	4	SC	H	1809.35	TOMADOR	0
4289	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	37	2	RJ	M	6560.03		0
4290	158457.8	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	VIP	43	7	SP	H	0	INVESTIDOR	0
4291	2.4	0	BAIXO		NÃO INFORMADO	0	ESPECIAL	0	6	MG	M	0	TOMADOR	0
4292	0	0	BAIXO	VIUVO	ENSINO FUNDAMENTAL	0	CLÁSSICO	69	3	RJ	H	200	INVESTIDOR	0
4293	9475.9	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	CLÁSSICO	49	3	MG	M	5762.52	INVESTIDOR	0
4294	0	0	MEDIO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	80	4	RJ	H	2000	INVESTIDOR	0
4295	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	59	0	BA	M	643.17		0
4296	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	56	5	RJ	M	356	INVESTIDOR	0
4297	231.2	1	BAIXO	SOLTEIRO	SUPERIOR	1	CLÁSSICO	42	2	RJ	M	3052	INVESTIDOR	0
4298	872920.8	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	62	8	ES	H	20288.74	INVESTIDOR	0
4299	5805.3	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	35	5	MG	M	5003.57	INVESTIDOR	0
4300	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	38	4	RJ	H	650.03	TOMADOR	0
4301	6.6	0	BAIXO	SOLTEIRO	SUPERIOR	0	VIP	35	8	RJ	M	2177.85	TOMADOR	0
4302	32955.7	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	ESPECIAL	35	8	SP	H	4000	INVESTIDOR	0
4303	18	0	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	52	3	MT	M	925.98	INVESTIDOR	0
4304	2.2	0	ALTO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	70	7	MG	H	545	TOMADOR	0
4305	97655.7	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	68	11	BA	M	200	INVESTIDOR	0
4306	28062.4	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	47	0	CE	H	6482.95		0
4307	1995.3	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	CLÁSSICO	66	3	MG	M	200	INVESTIDOR	0
4308	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	48	3	MT	M	200	TOMADOR	0
4309	32	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	57	5	RJ	H	2141	INVESTIDOR	0
4310	8.3	0	BAIXO	VIUVO	ENSINO FUNDAMENTAL	0	CLÁSSICO	53	5	RJ	H	200	TOMADOR	0
4311	0	0		SOLTEIRO	NÃO INFORMADO	0	ESPECIAL	48	2	MG	M	1200	NEUTRO	0
4312	14931.1	0	BAIXO	DIVORCIADO	ENSINO FUNDAMENTAL	1	VIP	64	6	PE	M	4035.25	INVESTIDOR	0
4313	19291.1	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	65	0	  	M	0		0
4314	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	39	6	SP	H	977.11	TOMADOR	0
4315	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	35	4	GO	H	3268.96	INVESTIDOR	0
4316	35689.8	0	BAIXO	SOLTEIRO	MESTRADO	1	ESPECIAL	51	4	SP	H	4000	INVESTIDOR	0
4317	0.2	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	74	3	SP	H	1200	INVESTIDOR	0
4318	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	53	5	RJ	H	433.24	INVESTIDOR	0
4319	52672.5	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	1	VIP	42	5	RJ	H	13800	INVESTIDOR	0
4320	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	62	5	SP	H	6827.77	INVESTIDOR	0
4321	0	0	BAIXO	DIVORCIADO	ENSINO MEDIO	1	VIP	42	3	MG	H	8000	INVESTIDOR	0
4322	0.3	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	56	4	MG	H	200	TOMADOR	0
4323	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	71	8	MG	H	200	TOMADOR	0
4324	70.2	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	ESPECIAL	71	3	SP	M	200	INVESTIDOR	0
4325	50073.3	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	38	7	SP	H	4000		0
4326	9031.8	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	56	5	RJ	H	7824.99	INVESTIDOR	0
4327	12.9	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	1	VIP	42	8	MT	H	7064.09	INVESTIDOR	0
4328	25267.4	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	47	6	MG	H	4480.09	INVESTIDOR	0
4329	0.6	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	ESPECIAL	47	4	SP	H	0	INVESTIDOR	0
