id	VL_TOTAL_INVESTIMENTO_T0	RESTRICAO_INTERNA	RISCO	DS_ESTADO_CIVIL	ESCOLARIDADE	TEM_PRE_APROV_CDC	TIPO_CLIENTE	IDADE	QTDE_PRODUTOS_12M	SG_UF	CD_SEXO	VL_TOTL_REND	PERFIL	ALVO
199	167471.9	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	63	7	SP	H	13975.28	INVESTIDOR	0
200	5074.5	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	46	4	SP	M	665	TOMADOR	0
201	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	51	6	SP	H	4725.03	INVESTIDOR	0
202	68.6	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	VIP	49	4	SP	M	948.73	INVESTIDOR	0
203	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	VIP	85	4	SP	M	1273.09	INVESTIDOR	0
204	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	48	5	SP	H	3812	INVESTIDOR	0
205	0.4	0	BAIXO	VIUVO	ENSINO MEDIO	1	ESPECIAL	69	6	  	M	2180.7	TOMADOR	0
206	1158.6	0	MEDIO	VIUVO	SUPERIOR	0	ESPECIAL	55	11	PB	M	5175.58	INVESTIDOR	0
207	57189.3	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	VIP	79	10	PB	H	11462.09	INVESTIDOR	0
208	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	39	5	RJ	M	3539	INVESTIDOR	0
209	0	0	BAIXO	DIVORCIADO	NÃO INFORMADO	0	CLÁSSICO	79	2	RJ	M	392	INVESTIDOR	0
210	2536.3	1	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	66	6	RJ	H	2641.66	INVESTIDOR	0
211	0	0	BAIXO	VIUVO	ENSINO FUNDAMENTAL	1	VIP	71	3	SP	M	4921.58	INVESTIDOR	0
212	0	0	BAIXO	DIVORCIADO	ENSINO MEDIO	1	ESPECIAL	48	4	RS	M	2574.37	TOMADOR	0
213	1468	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	80	4	RS	H	1097.97	INVESTIDOR	0
214	0	0	ALTO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	65	4	RS	H	0	INVESTIDOR	0
215	0	0	BAIXO	VIUVO	NÃO INFORMADO	0	CLÁSSICO	78	2	SP	M	980.39	INVESTIDOR	0
216	508651.3	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	72	6	SP	M	6318	INVESTIDOR	0
217	0	1	MEDIO	SOLTEIRO	NÃO INFORMADO	0	VIP	48	3	SP	M	1211.48	NEUTRO	0
218	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	VIP	37	4	SP	H	3444.49	INVESTIDOR	0
219	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	52	10	SP	H	26557	INVESTIDOR	0
220	3.1	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	62	6	SP	H	2023.17	TOMADOR	0
221	47239.2	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	60	5	SP	M	3484.14	INVESTIDOR	0
222	112.9	1	BAIXO	DIVORCIADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	44	5	SP	M	272.4	TOMADOR	0
223	5793.1	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	52	12	SP	M	5000	INVESTIDOR	0
224	5.8	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	57	7	SP	H	15000	INVESTIDOR	0
225	186926.1	0	BAIXO	DIVORCIADO	ENSINO MEDIO	1	VIP	64	9	SP	M	3837.36	INVESTIDOR	0
226	50861.6	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	61	4	SP	H	2329.38	INVESTIDOR	0
227	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	72	5	SP	H	1559.74	TOMADOR	0
228	4903.9	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	48	9	SP	H	1751.82	INVESTIDOR	0
229	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	37	1	SP	M	0	NEUTRO	0
230	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	ESPECIAL	41	7	SP	M	1802	TOMADOR	0
231	0.1	1	MEDIO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	70	3	SP	H	2606.04	TOMADOR	0
232	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	43	4	SP	H	796.63	INVESTIDOR	0
233	274.6	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	VIP	60	4	SP	H	5207.93	TOMADOR	0
234	0	1	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	67	2	SP	H	1984.04	INVESTIDOR	0
235	0	1	MEDIO	SOLTEIRO	SUPERIOR	0	ESPECIAL	38	4	SP	M	1892	INVESTIDOR	0
236	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	37	7	SP	H	4000	INVESTIDOR	0
237	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	51	6	SP	M	2205.51	TOMADOR	0
238	2171.1	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	42	6	SP	M	4577.67	TOMADOR	0
239	50.9	1	MEDIO	SOLTEIRO	SUPERIOR	0	ESPECIAL	40	6	SP	M	3283.05	INVESTIDOR	0
240	97.2	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	VIP	61	6	SP	M	10000	INVESTIDOR	0
241	41	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	69	4	SP	M	408.15	TOMADOR	0
242	4270.1	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	54	9	SP	M	4000	INVESTIDOR	0
243	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	50	4	SP	M	1068.09	TOMADOR	0
244	0	0	BAIXO	DIVORCIADO	ENSINO FUNDAMENTAL	1	ESPECIAL	72	6	SP	M	1879.23	INVESTIDOR	0
245	28488.6	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	VIP	65	6	SP	H	3953.33	INVESTIDOR	0
246	0	1	ALTO	VIUVO	ENSINO FUNDAMENTAL	0	CLÁSSICO	59	3	SP	M	424.5	TOMADOR	0
247	269241.2	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	61	6	SP	M	1490.63	INVESTIDOR	0
248	21568.2	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	VIP	77	9	SP	M	3347.54	INVESTIDOR	0
249	14000.7	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	57	3	SP	M	5000	INVESTIDOR	0
250	16186	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	54	11	SP	H	4727.65	INVESTIDOR	0
251	0	1	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	44	3	SP	M	4754.86	INVESTIDOR	0
252	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	67	3	SP	H	895.23	INVESTIDOR	0
253	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	VIP	53	7	SP	H	0	INVESTIDOR	0
254	111	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	59	9	SP	M	1200	TOMADOR	0
255	44.5	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	72	5	SP	H	3503.1	INVESTIDOR	0
256	10310.9	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	VIP	47	9	SP	H	8141.62	INVESTIDOR	0
257	0	0	ALTO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	56	3	SP	M	1564.37	TOMADOR	0
258	69669.6	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	VIP	67	3	SP	H	990.41	INVESTIDOR	0
259	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	45	2	SP	M	1107.28	TOMADOR	0
260	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	37	8	SP	H	2580	TOMADOR	0
261	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	61	4	SP	M	1143.03	INVESTIDOR	0
262	6223.5	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	63	7	SP	H	2800.73	INVESTIDOR	0
263	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	VIP	59	6	PR	M	10393	INVESTIDOR	0
264	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	49	4	SP	H	1490	TOMADOR	0
265	18.6	0	BAIXO	SOLTEIRO	MESTRADO	0	VIP	45	3	SP	H	0		0
266	20.9	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	CLÁSSICO	80	3	SP	M	200	INVESTIDOR	0
267	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	VIP	76	8	SP	M	6286.42	INVESTIDOR	0
268	0	0	BAIXO	SOLTEIRO	DOUTORADO	1	VIP	57	5	SP	H	4886.61	INVESTIDOR	0
269	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	56	3	SP	M	3605.11	INVESTIDOR	0
270	148227	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	67	12	SP	M	20033.4	INVESTIDOR	0
271	331.2	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	64	7	SP	H	10676.2	INVESTIDOR	0
272	69463.2	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	VIP	55	5	SP	M	4395.86	INVESTIDOR	0
273	18.7	1	MEDIO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	60	5	SP	H	753.97	TOMADOR	0
274	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	67	8	SP	H	10000	INVESTIDOR	0
275	53.4	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	60	4	SP	M	613.5	INVESTIDOR	0
276	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	73	8	SP	H	5017.15	TOMADOR	0
277	83704.8	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	55	10	RJ	H	14984	INVESTIDOR	0
278	0	0	ALTO	SOLTEIRO	POS GRADUACAO	0	VIP	36	4	SP	M	4574.56	TOMADOR	0
279	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	44	4	SP	M	2233.07	TOMADOR	0
280	8375.9	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	38	7	SP	H	2537.5	INVESTIDOR	0
281	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	52	0	SP	M	2500		0
282	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	CLÁSSICO	50	7	SP	M	1200	TOMADOR	0
283	7889.6	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	ESPECIAL	42	7	SP	H	2797.83	INVESTIDOR	0
284	0	0	BAIXO	DIVORCIADO	ENSINO MEDIO	1	VIP	73	4	SP	M	4000	INVESTIDOR	0
285	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	45	5	RS	M	3836.97	TOMADOR	0
286	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	VIP	45	3	RS	M	3554.71	TOMADOR	0
287	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	CLÁSSICO	41	8	RS	M	2261.47	TOMADOR	0
288	0	0	ALTO	SOLTEIRO	SUPERIOR	0	ESPECIAL	43	5	SP	M	2445	TOMADOR	0
289	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	53	5	SP	H	3903.58	TOMADOR	0
290	2626.1	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	44	6	SP	H	3400	INVESTIDOR	0
291	205	0	MEDIO	SOLTEIRO	SUPERIOR	0	ESPECIAL	48	9	SP	M	1559.57	TOMADOR	0
292	138471.2	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	VIP	57	7	SP	H	7544.46	INVESTIDOR	0
293	0	0	BAIXO		NÃO INFORMADO	1	ESPECIAL	0	4	  	M	0	INVESTIDOR	0
294	96783.9	0	BAIXO	DIVORCIADO	DOUTORADO	1	VIP	72	9	SP	H	5619.43	INVESTIDOR	0
295	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	66	6	SP	M	7981.32	INVESTIDOR	0
296	18513.3	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	64	4	SP	H	4084.27	INVESTIDOR	0
297	4566.1	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	75	7	SP	M	2589.4	INVESTIDOR	0
298	0	1	ALTO	SOLTEIRO	SUPERIOR	0	ESPECIAL	48	3	SP	M	0	TOMADOR	0
299	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	68	1	SP	M	245	INVESTIDOR	0
300	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	51	1	SP	M	393.21	NEUTRO	0
301	0	0	BAIXO	VIUVO	SUPERIOR	1	ESPECIAL	60	5	SP	M	1834.62	TOMADOR	0
302	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	CLÁSSICO	73	2	SP	H	903.72	INVESTIDOR	0
303	20208	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	45	9	SP	M	8434	INVESTIDOR	0
304	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	47	6	SP	H	1363.87	TOMADOR	0
305	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	64	5	SP	H	2458	INVESTIDOR	0
306	0	0	BAIXO	VIUVO	ENSINO MEDIO	0	ESPECIAL	74	2	SP	M	472.27	TOMADOR	0
307	356.5	0	BAIXO	VIUVO	ENSINO MEDIO	0	VIP	74	9	SP	M	200	TOMADOR	0
308	10105	0	BAIXO	VIUVO	ENSINO MEDIO	1	ESPECIAL	72	4	SP	H	4000	INVESTIDOR	0
309	0	1	ALTO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	43	1	SP	H	1966.5	NEUTRO	0
310	26166	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	69	3	  	H	618	INVESTIDOR	0
311	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	CLÁSSICO	59	4	SP	M	1135.8	INVESTIDOR	0
312	7380.1	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	40	7	SP	M	1743.36	INVESTIDOR	0
313	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	39	6	SP	M	1061.35	TOMADOR	0
314	13851.4	1	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	62	2	SP	H	754.5	INVESTIDOR	0
315	0	0	BAIXO	DIVORCIADO	SUPERIOR	1	ESPECIAL	54	3	SP	M	1540.03	INVESTIDOR	0
316	22746.3	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	46	4	SP	H	2810.96	INVESTIDOR	0
317	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	48	4	SP	H	2113.44	INVESTIDOR	0
318	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	45	6	SP	H	3531.45	TOMADOR	0
319	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	VIP	63	9	SP	H	0	TOMADOR	0
320	225338.6	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	69	13	SP	M	3453.01	INVESTIDOR	0
321	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	52	2	SP	M	680.88	INVESTIDOR	0
322	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	75	4	SP	H	3730.52	INVESTIDOR	0
323	6798.6	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	50	5	SP	H	4000	INVESTIDOR	0
324	0.4	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	56	6	SP	M	2273.23	TOMADOR	0
325	171.1	0	BAIXO	VIUVO	ENSINO MEDIO	0	CLÁSSICO	84	5	SP	M	740.53	INVESTIDOR	0
326	8110.3	0	BAIXO	SOLTEIRO	SUPERIOR	1	CLÁSSICO	71	6	SP	M	1200	INVESTIDOR	0
327	0	1	ALTO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	43	3	SP	H	854.95	INVESTIDOR	0
328	0	0	BAIXO	NÃO INFORMADO	MESTRADO	1	ESPECIAL	43	3	SP	M	814.16	INVESTIDOR	0
329	0	0	BAIXO	VIUVO	ENSINO MEDIO	0	CLÁSSICO	85	3	SP	M	1007.87	INVESTIDOR	0
330	8.2	0	ALTO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	54	4	SP	M	1383.17	TOMADOR	0
331	0	0	BAIXO	DIVORCIADO	ENSINO MEDIO	0	VIP	50	5	SP	H	0	INVESTIDOR	0
332	0	1	ALTO	NÃO INFORMADO	SUPERIOR	0	ESPECIAL	66	2	SP	M	1247.79	TOMADOR	0
333	31488.4	0	BAIXO	VIUVO	SUPERIOR	1	VIP	74	9	SP	M	14850	INVESTIDOR	0
334	1219.9	0	MEDIO	SOLTEIRO	SUPERIOR	0	ESPECIAL	34	5	SP	H	1706	INVESTIDOR	0
335	3561.6	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	52	7	SP	M	1805.92	INVESTIDOR	0
336	2.8	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	50	5	SP	M	817.77	INVESTIDOR	0
337	30.7	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	82	8	SP	H	1423.35	INVESTIDOR	0
338	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	51	3	SP	H	961.38	INVESTIDOR	0
339	5193.1	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	58	6	SP	H	2593.33	INVESTIDOR	0
340	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	61	8	SP	M	911.47	TOMADOR	0
341	0	0	BAIXO	SOLTEIRO	SEM ESCOLARIDADE	1	CLÁSSICO	68	6	SP	M	915.96	INVESTIDOR	0
342	34573.3	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	ESPECIAL	54	6	SP	M	1445.61	INVESTIDOR	0
343	5737.5	0	BAIXO	VIUVO	ENSINO MEDIO	1	ESPECIAL	71	3	SP	M	1471.82	INVESTIDOR	0
344	0	0	BAIXO	VIUVO	SUPERIOR	1	CLÁSSICO	47	4	SP	M	1200	INVESTIDOR	0
345	0	0	BAIXO	DIVORCIADO	SUPERIOR	1	ESPECIAL	50	7	SP	M	2466.67	INVESTIDOR	0
346	80	1	ALTO	NÃO INFORMADO	SUPERIOR	0	VIP	79	8	RJ	H	0	TOMADOR	0
347	13.9	0	BAIXO	DIVORCIADO	NÃO INFORMADO	1	VIP	60	6	RJ	M	4967	INVESTIDOR	0
348	959972.2	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	69	8	RS	H	0	INVESTIDOR	0
349	55253.3	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	55	3	RJ	M	8386	INVESTIDOR	0
350	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	41	5	RJ	M	1071.29	TOMADOR	0
351	0	1	MEDIO	DIVORCIADO	ENSINO MEDIO	0	ESPECIAL	55	2	SP	H	2021	INVESTIDOR	0
352	32463.9	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	61	6	SP	M	1569.07	INVESTIDOR	0
353	0	0	BAIXO	NÃO INFORMADO	SEM ESCOLARIDADE	1	CLÁSSICO	52	4	SP	M	1200	TOMADOR	0
354	204810.4	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	58	11	SP	M	9782.49	INVESTIDOR	0
355	12175.4	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	ESPECIAL	68	7	SP	H	2519.27	INVESTIDOR	0
356	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	CLÁSSICO	75	4	SP	H	791.06	TOMADOR	0
357	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	55	8	SP	H	3723.33	TOMADOR	0
358	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	45	5	SP	H	465.78	TOMADOR	0
359	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	63	6	SP	H	1872.37	TOMADOR	0
360	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	58	2	SP	M	838.14	TOMADOR	0
361	125403.9	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	VIP	64	8	SP	H	0	INVESTIDOR	0
362	61.6	0	ALTO	NÃO INFORMADO	ENSINO MEDIO	0	VIP	70	9	  	H	0	TOMADOR	0
363	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	CLÁSSICO	60	2	SP	H	824	INVESTIDOR	0
364	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	61	6	SP	H	12373.85	INVESTIDOR	0
365	49530	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	64	8	SP	M	2258.35	INVESTIDOR	0
366	3.7	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	95	4	SP	H	1773.77	INVESTIDOR	0
367	15176.5	0	BAIXO	DIVORCIADO	SUPERIOR	1	ESPECIAL	52	6	SP	M	1475.48	INVESTIDOR	0
368	120270.3	0	BAIXO	DIVORCIADO	ENSINO MEDIO	1	VIP	70	6	  	H	2879.02	INVESTIDOR	0
369	22090	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	67	4	SP	M	0	INVESTIDOR	0
370	0	1	ALTO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	49	4	SP	M	1402.71	TOMADOR	0
371	0	0	MEDIO	SOLTEIRO	ENSINO FUNDAMENTAL	0	VIP	48	8	  	H	8000	TOMADOR	0
372	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	61	4	RS	H	10000	TOMADOR	0
373	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	VIP	38	3	DF	H	4821.9	NEUTRO	0
374	21406.2	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	47	11	DF	H	12479.71	INVESTIDOR	0
375	0	0	BAIXO		NÃO INFORMADO	1	ESPECIAL	0	3	DF	M	0	TOMADOR	0
376	1259.4	0	BAIXO		NÃO INFORMADO	1	ESPECIAL	0	2	  	M	0	INVESTIDOR	0
377	167390.2	0	BAIXO		NÃO INFORMADO	0	VIP	0	7	SP	M	0	TOMADOR	0
378	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	VIP	41	5	SP	H	9527.46	INVESTIDOR	0
379	0	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	46	7	SP	M	16410.55	TOMADOR	0
380	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	62	6	PR	M	633.46	TOMADOR	0
381	85748.7	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	71	9	PR	H	33167.57	INVESTIDOR	0
382	0	0	BAIXO	VIUVO	ENSINO FUNDAMENTAL	0	CLÁSSICO	79	4	PR	M	1007.31	INVESTIDOR	0
383	0	0	BAIXO	VIUVO	SUPERIOR	1	VIP	63	6	SP	M	4841.88	INVESTIDOR	0
384	7.2	0	BAIXO	SOLTEIRO	SUPERIOR	1	CLÁSSICO	43	7	SP	M	800	TOMADOR	0
385	11910.5	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	VIP	75	3	SP	H	4950.64	INVESTIDOR	0
386	132.5	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	39	3	SP	M	1589.71	INVESTIDOR	0
387	3103.1	0	BAIXO	VIUVO	NÃO INFORMADO	0	ESPECIAL	48	5	SP	M	200	INVESTIDOR	0
388	20000	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	48	6	SP	H	2070	INVESTIDOR	0
389	0	1	MEDIO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	50	1	SP	H	1113.37	INVESTIDOR	0
390	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	64	6	SP	H	27487	INVESTIDOR	0
391	375.1	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	VIP	54	6	SP	M	1978.87	TOMADOR	0
392	0	0	BAIXO	VIUVO	ENSINO FUNDAMENTAL	1	CLÁSSICO	62	4	SP	M	1088.33	INVESTIDOR	0
393	8271.7	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	48	9	SP	M	3500	INVESTIDOR	0
394	274.8	0	ALTO	VIUVO	ENSINO MEDIO	0	VIP	62	8	SP	M	0	INVESTIDOR	0
395	0	0	BAIXO	DIVORCIADO	SUPERIOR	1	VIP	63	7	SP	H	6132.43	TOMADOR	0
396	518.7	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	46	8	SP	M	5982	TOMADOR	0
397	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	53	0	SP	M	1420		0
398	12349.8	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	62	5	SP	M	4018	INVESTIDOR	0
399	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	CLÁSSICO	54	2	SP	H	1719.43	INVESTIDOR	0
400	2391.6	0	BAIXO	VIUVO	ENSINO FUNDAMENTAL	0	CLÁSSICO	64	5	SP	M	749.94	INVESTIDOR	0
401	81628.7	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	VIP	66	6	SP	H	7790	INVESTIDOR	0
402	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	42	5	SP	H	463	TOMADOR	0
403	316.2	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	60	8	SP	M	4000	INVESTIDOR	0
404	0	1	MEDIO	VIUVO	SEM ESCOLARIDADE	0	ESPECIAL	64	3	SP	M	1767.85	INVESTIDOR	0
405	0	1	MEDIO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	48	2	SP	H	849.54		0
406	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	62	5	SP	M	1783.81	TOMADOR	0
407	0	0	ALTO	NÃO INFORMADO	NÃO INFORMADO	0	VIP	52	5	SP	H	4666.14	TOMADOR	0
408	2363.8	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	69	6	SP	H	3839.2	INVESTIDOR	0
409	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	VIP	56	7	SP	H	4000	TOMADOR	0
410	3498.5	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	CLÁSSICO	65	5	SP	H	1200	INVESTIDOR	0
